"","state","gender","age","freq"
"2031","Arizona","Female","62.to.64",106413
"2032","Arkansas","Female","62.to.64",51222
"2033","California","Female","62.to.64",542516
"2034","Colorado","Female","62.to.64",77666
"2035","Connecticut","Female","62.to.64",61514
"2036","Delaware","Female","62.to.64",16132
"2037","District of Columbia","Female","62.to.64",9930
"2038","Florida","Female","62.to.64",348967
"2039","Georgia","Female","62.to.64",151283
"2040","Hawaii","Female","62.to.64",23891
"2041","Idaho","Female","62.to.64",23562
"2042","Illinois","Female","62.to.64",195233
"2043","Indiana","Female","62.to.64",102119
"2044","Iowa","Female","62.to.64",48249
"2045","Kansas","Female","62.to.64",43566
"2046","Kentucky","Female","62.to.64",74257
"2047","Louisiana","Female","62.to.64",72782
"2048","Maine","Female","62.to.64",26627
"2049","Maryland","Female","62.to.64",94140
"2050","Massachusetts","Female","62.to.64",110984
"2051","Michigan","Female","62.to.64",165810
"2052","Minnesota","Female","62.to.64",80665
"2053","Mississippi","Female","62.to.64",48343
"2054","Missouri","Female","62.to.64",100505
"2055","Montana","Female","62.to.64",17409
"2056","Nebraska","Female","62.to.64",27249
"2057","Nevada","Female","62.to.64",43931
"2058","New Hampshire","Female","62.to.64",23814
"2059","New Jersey","Female","62.to.64",145258
"2060","New Mexico","Female","62.to.64",34905
"2061","New York","Female","62.to.64",324799
"2062","North Carolina","Female","62.to.64",162958
"2063","North Dakota","Female","62.to.64",10326
"2064","Ohio","Female","62.to.64",197074
"2065","Oklahoma","Female","62.to.64",60440
"2066","Oregon","Female","62.to.64",69491
"2067","Pennsylvania","Female","62.to.64",219838
"2068","Rhode Island","Female","62.to.64",17396
"2069","South Carolina","Female","62.to.64",84308
"2070","South Dakota","Female","62.to.64",12587
"2071","Tennessee","Female","62.to.64",111313
"2072","Texas","Female","62.to.64",357367
"2073","Utah","Female","62.to.64",31398
"2074","Vermont","Female","62.to.64",11832
"2075","Virginia","Female","62.to.64",131351
"2076","Washington","Female","62.to.64",111939
"2077","West Virginia","Female","62.to.64",34901
"2078","Wisconsin","Female","62.to.64",90115
"2079","Wyoming","Female","62.to.64",8617
"2080","Puerto Rico","Female","62.to.64",70089
"2081","Alabama","Female","65.and.66",49077
"2082","Alaska","Female","65.and.66",4603
"2083","Arizona","Female","65.and.66",63655
"2084","Arkansas","Female","65.and.66",29355
"2085","California","Female","65.and.66",314521
"2086","Colorado","Female","65.and.66",42609
"2087","Connecticut","Female","65.and.66",35522
"2088","Delaware","Female","65.and.66",10276
"2089","District of Columbia","Female","65.and.66",5259
"2090","Florida","Female","65.and.66",218583
"2091","Georgia","Female","65.and.66",86342
"2092","Hawaii","Female","65.and.66",13404
"2093","Idaho","Female","65.and.66",14135
"2094","Illinois","Female","65.and.66",114381
"2095","Indiana","Female","65.and.66",59449
"2096","Iowa","Female","65.and.66",28527
"2097","Kansas","Female","65.and.66",25248
"2098","Kentucky","Female","65.and.66",42385
"2099","Louisiana","Female","65.and.66",41811
"2100","Maine","Female","65.and.66",14748
"2101","Maryland","Female","65.and.66",55413
"2102","Massachusetts","Female","65.and.66",63570
"2103","Michigan","Female","65.and.66",94477
"2104","Minnesota","Female","65.and.66",46473
"2105","Mississippi","Female","65.and.66",28527
"2106","Missouri","Female","65.and.66",59602
"2107","Montana","Female","65.and.66",10411
"2108","Nebraska","Female","65.and.66",15186
"2109","Nevada","Female","65.and.66",26589
"2110","New Hampshire","Female","65.and.66",13427
"2111","New Jersey","Female","65.and.66",85392
"2112","New Mexico","Female","65.and.66",19592
"2113","New York","Female","65.and.66",187588
"2114","North Carolina","Female","65.and.66",94918
"2115","North Dakota","Female","65.and.66",5895
"2116","Ohio","Female","65.and.66",110763
"2117","Oklahoma","Female","65.and.66",36544
"2118","Oregon","Female","65.and.66",38940
"2119","Pennsylvania","Female","65.and.66",129273
"2120","Rhode Island","Female","65.and.66",9953
"2121","South Carolina","Female","65.and.66",49686
"2122","South Dakota","Female","65.and.66",6985
"2123","Tennessee","Female","65.and.66",64021
"2124","Texas","Female","65.and.66",197781
"2125","Utah","Female","65.and.66",18193
"2126","Vermont","Female","65.and.66",6379
"2127","Virginia","Female","65.and.66",73205
"2128","Washington","Female","65.and.66",63154
"2129","West Virginia","Female","65.and.66",21636
"2130","Wisconsin","Female","65.and.66",50637
"2131","Wyoming","Female","65.and.66",4940
"2132","Puerto Rico","Female","65.and.66",41193
"2133","Alabama","Female","67.to.69",64475
"2134","Alaska","Female","67.to.69",5282
"2135","Arizona","Female","67.to.69",87015
"2136","Arkansas","Female","67.to.69",39790
"2137","California","Female","67.to.69",391396
"2138","Colorado","Female","67.to.69",55224
"2139","Connecticut","Female","67.to.69",44956
"2140","Delaware","Female","67.to.69",12368
"2141","District of Columbia","Female","67.to.69",6624
"2142","Florida","Female","67.to.69",296027
"2143","Georgia","Female","67.to.69",107661
"2144","Hawaii","Female","67.to.69",16737
"2145","Idaho","Female","67.to.69",19049
"2146","Illinois","Female","67.to.69",146904
"2147","Indiana","Female","67.to.69",77332
"2148","Iowa","Female","67.to.69",36973
"2149","Kansas","Female","67.to.69",32291
"2150","Kentucky","Female","67.to.69",56897
"2151","Louisiana","Female","67.to.69",53381
"2152","Maine","Female","67.to.69",19301
"2153","Maryland","Female","67.to.69",67258
"2154","Massachusetts","Female","67.to.69",78644
"2155","Michigan","Female","67.to.69",125447
"2156","Minnesota","Female","67.to.69",59715
"2157","Mississippi","Female","67.to.69",37109
"2158","Missouri","Female","67.to.69",76981
"2159","Montana","Female","67.to.69",12845
"2160","Nebraska","Female","67.to.69",20310
"2161","Nevada","Female","67.to.69",34107
"2162","New Hampshire","Female","67.to.69",16444
"2163","New Jersey","Female","67.to.69",107030
"2164","New Mexico","Female","67.to.69",27452
"2165","New York","Female","67.to.69",239110
"2166","North Carolina","Female","67.to.69",121015
"2167","North Dakota","Female","67.to.69",7295
"2168","Ohio","Female","67.to.69",147324
"2169","Oklahoma","Female","67.to.69",47868
"2170","Oregon","Female","67.to.69",49578
"2171","Pennsylvania","Female","67.to.69",169784
"2172","Rhode Island","Female","67.to.69",12434
"2173","South Carolina","Female","67.to.69",66064
"2174","South Dakota","Female","67.to.69",9247
"2175","Tennessee","Female","67.to.69",84675
"2176","Texas","Female","67.to.69",259271
"2177","Utah","Female","67.to.69",23041
"2178","Vermont","Female","67.to.69",8757
"2179","Virginia","Female","67.to.69",96472
"2180","Washington","Female","67.to.69",78169
"2181","West Virginia","Female","67.to.69",26484
"2182","Wisconsin","Female","67.to.69",68958
"2183","Wyoming","Female","67.to.69",6636
"2184","Puerto Rico","Female","67.to.69",54524
"2185","Alabama","Female","70.to.74",89062
"2186","Alaska","Female","70.to.74",7299
"2187","Arizona","Female","70.to.74",115176
"2188","Arkansas","Female","70.to.74",56534
"2189","California","Female","70.to.74",535219
"2190","Colorado","Female","70.to.74",68059
"2191","Connecticut","Female","70.to.74",58740
"2192","Delaware","Female","70.to.74",16832
"2193","District of Columbia","Female","70.to.74",8932
"2194","Florida","Female","70.to.74",418275
"2195","Georgia","Female","70.to.74",139967
"2196","Hawaii","Female","70.to.74",22985
"2197","Idaho","Female","70.to.74",23382
"2198","Illinois","Female","70.to.74",204379
"2199","Indiana","Female","70.to.74",107980
"2200","Iowa","Female","70.to.74",54588
"2201","Kansas","Female","70.to.74",44243
"2202","Kentucky","Female","70.to.74",76720
"2203","Louisiana","Female","70.to.74",75400
"2204","Maine","Female","70.to.74",25783
"2205","Maryland","Female","70.to.74",89655
"2206","Massachusetts","Female","70.to.74",108801
"2207","Michigan","Female","70.to.74",169326
"2208","Minnesota","Female","70.to.74",82123
"2209","Mississippi","Female","70.to.74",51586
"2210","Missouri","Female","70.to.74",106131
"2211","Montana","Female","70.to.74",17605
"2212","Nebraska","Female","70.to.74",30043
"2213","Nevada","Female","70.to.74",41526
"2214","New Hampshire","Female","70.to.74",21360
"2215","New Jersey","Female","70.to.74",146755
"2216","New Mexico","Female","70.to.74",35062
"2217","New York","Female","70.to.74",332259
"2218","North Carolina","Female","70.to.74",166030
"2219","North Dakota","Female","70.to.74",11498
"2220","Ohio","Female","70.to.74",206307
"2221","Oklahoma","Female","70.to.74",66268
"2222","Oregon","Female","70.to.74",65477
"2223","Pennsylvania","Female","70.to.74",235336
"2224","Rhode Island","Female","70.to.74",18346
"2225","South Carolina","Female","70.to.74",84726
"2226","South Dakota","Female","70.to.74",13893
"2227","Tennessee","Female","70.to.74",113957
"2228","Texas","Female","70.to.74",340069
"2229","Utah","Female","70.to.74",32169
"2230","Vermont","Female","70.to.74",10916
"2231","Virginia","Female","70.to.74",128370
"2232","Washington","Female","70.to.74",99887
"2233","West Virginia","Female","70.to.74",38411
"2234","Wisconsin","Female","70.to.74",92908
"2235","Wyoming","Female","70.to.74",8713
"2236","Puerto Rico","Female","70.to.74",76433
"2237","Alabama","Female","75.to.79",71910
"2238","Alaska","Female","75.to.79",4731
"2239","Arizona","Female","75.to.79",87678
"2240","Arkansas","Female","75.to.79",43565
"2241","California","Female","75.to.79",428347
"2242","Colorado","Female","75.to.79",53450
"2243","Connecticut","Female","75.to.79",51601
"2244","Delaware","Female","75.to.79",13164
"2245","District of Columbia","Female","75.to.79",7169
"2246","Florida","Female","75.to.79",336577
"2247","Georgia","Female","75.to.79",104227
"2248","Hawaii","Female","75.to.79",19815
"2249","Idaho","Female","75.to.79",18922
"2250","Illinois","Female","75.to.79",167284
"2251","Indiana","Female","75.to.79",89179
"2252","Iowa","Female","75.to.79",48753
"2253","Kansas","Female","75.to.79",39170
"2254","Kentucky","Female","75.to.79",60424
"2255","Louisiana","Female","75.to.79",58805
"2256","Maine","Female","75.to.79",22194
"2257","Maryland","Female","75.to.79",73966
"2258","Massachusetts","Female","75.to.79",95056
"2259","Michigan","Female","75.to.79",139790
"2260","Minnesota","Female","75.to.79",70117
"2261","Mississippi","Female","75.to.79",39511
"2262","Missouri","Female","75.to.79",86682
"2263","Montana","Female","75.to.79",14007
"2264","Nebraska","Female","75.to.79",26706
"2265","Nevada","Female","75.to.79",29476
"2266","New Hampshire","Female","75.to.79",17449
"2267","New Jersey","Female","75.to.79",125698
"2268","New Mexico","Female","75.to.79",27805
"2269","New York","Female","75.to.79",276295
"2270","North Carolina","Female","75.to.79",131600
"2271","North Dakota","Female","75.to.79",10131
"2272","Ohio","Female","75.to.79",172652
"2273","Oklahoma","Female","75.to.79",53106
"2274","Oregon","Female","75.to.79",50413
"2275","Pennsylvania","Female","75.to.79",210729
"2276","Rhode Island","Female","75.to.79",15983
"2277","South Carolina","Female","75.to.79",65575
"2278","South Dakota","Female","75.to.79",12168
"2279","Tennessee","Female","75.to.79",90993
"2280","Texas","Female","75.to.79",270413
"2281","Utah","Female","75.to.79",25760
"2282","Vermont","Female","75.to.79",8858
"2283","Virginia","Female","75.to.79",101322
"2284","Washington","Female","75.to.79",78883
"2285","West Virginia","Female","75.to.79",31530
"2286","Wisconsin","Female","75.to.79",81254
"2287","Wyoming","Female","75.to.79",6760
"2288","Puerto Rico","Female","75.to.79",56391
"2289","Alabama","Female","80.to.84",53976
"2290","Alaska","Female","80.to.84",3682
"2291","Arizona","Female","80.to.84",67644
"2292","Arkansas","Female","80.to.84",34647
"2293","California","Female","80.to.84",363724
"2294","Colorado","Female","80.to.84",43808
"2295","Connecticut","Female","80.to.84",45935
"2296","Delaware","Female","80.to.84",10143
"2297","District of Columbia","Female","80.to.84",6032
"2298","Florida","Female","80.to.84",275147
"2299","Georgia","Female","80.to.84",82070
"2300","Hawaii","Female","80.to.84",17465
"2301","Idaho","Female","80.to.84",14809
"2302","Illinois","Female","80.to.84",143265
"2303","Indiana","Female","80.to.84",74829
"2304","Iowa","Female","80.to.84",41653
"2305","Kansas","Female","80.to.84",34302
"2306","Kentucky","Female","80.to.84",46530
"2307","Louisiana","Female","80.to.84",47885
"2308","Maine","Female","80.to.84",18274
"2309","Maryland","Female","80.to.84",59610
"2310","Massachusetts","Female","80.to.84",83851
"2311","Michigan","Female","80.to.84",121215
"2312","Minnesota","Female","80.to.84",59092
"2313","Mississippi","Female","80.to.84",33488
"2314","Missouri","Female","80.to.84",72957
"2315","Montana","Female","80.to.84",11433
"2316","Nebraska","Female","80.to.84",22702
"2317","Nevada","Female","80.to.84",22417
"2318","New Hampshire","Female","80.to.84",15673
"2319","New Jersey","Female","80.to.84",110027
"2320","New Mexico","Female","80.to.84",20274
"2321","New York","Female","80.to.84",241743
"2322","North Carolina","Female","80.to.84",103381
"2323","North Dakota","Female","80.to.84",9446
"2324","Ohio","Female","80.to.84",147323
"2325","Oklahoma","Female","80.to.84",41687
"2326","Oregon","Female","80.to.84",44721
"2327","Pennsylvania","Female","80.to.84",190250
"2328","Rhode Island","Female","80.to.84",14557
"2329","South Carolina","Female","80.to.84",48769
"2330","South Dakota","Female","80.to.84",10838
"2331","Tennessee","Female","80.to.84",67751
"2332","Texas","Female","80.to.84",210132
"2333","Utah","Female","80.to.84",19482
"2334","Vermont","Female","80.to.84",8117
"2335","Virginia","Female","80.to.84",78382
"2336","Washington","Female","80.to.84",67846
"2337","West Virginia","Female","80.to.84",25301
"2338","Wisconsin","Female","80.to.84",70397
"2339","Wyoming","Female","80.to.84",5238
"2340","Puerto Rico","Female","80.to.84",39784
"2341","Alabama","Female","85.and.over",53758
"2342","Alaska","Female","85.and.over",2898
"2343","Arizona","Female","85.and.over",65704
"2344","Arkansas","Female","85.and.over",34419
"2345","California","Female","85.and.over",394787
"2346","Colorado","Female","85.and.over",47229
"2347","Connecticut","Female","85.and.over",58384
"2348","Delaware","Female","85.and.over",10717
"2349","District of Columbia","Female","85.and.over",7301
"2350","Florida","Female","85.and.over",285552
"2351","Georgia","Female","85.and.over",82107
"2352","Hawaii","Female","85.and.over",19622
"2353","Idaho","Female","85.and.over",15501
"2354","Illinois","Female","85.and.over",162792
"2355","Indiana","Female","85.and.over",77751
"2356","Iowa","Female","85.and.over",50415
"2357","Kansas","Female","85.and.over",39877
"2358","Kentucky","Female","85.and.over",50043
"2359","Louisiana","Female","85.and.over",45819
"2360","Maine","Female","85.and.over",19198
"2361","Maryland","Female","85.and.over",66180
"2362","Massachusetts","Female","85.and.over",100481
"2363","Michigan","Female","85.and.over",129513
"2364","Minnesota","Female","85.and.over",70690
"2365","Mississippi","Female","85.and.over",32456
"2366","Missouri","Female","85.and.over",77886
"2367","Montana","Female","85.and.over",13011
"2368","Nebraska","Female","85.and.over",25729
"2369","Nevada","Female","85.and.over",19724
"2370","New Hampshire","Female","85.and.over",16191
"2371","New Jersey","Female","85.and.over",122513
"2372","New Mexico","Female","85.and.over",20946
"2373","New York","Female","85.and.over",268111
"2374","North Carolina","Female","85.and.over",100827
"2375","North Dakota","Female","85.and.over",10989
"2376","Ohio","Female","85.and.over",158625
"2377","Oklahoma","Female","85.and.over",41810
"2378","Oregon","Female","85.and.over",50179
"2379","Pennsylvania","Female","85.and.over",208940
"2380","Rhode Island","Female","85.and.over",18774
"2381","South Carolina","Female","85.and.over",48313
"2382","South Dakota","Female","85.and.over",12744
"2383","Tennessee","Female","85.and.over",70118
"2384","Texas","Female","85.and.over",206751
"2385","Utah","Female","85.and.over",19038
"2386","Vermont","Female","85.and.over",8255
"2387","Virginia","Female","85.and.over",83914
"2388","Washington","Female","85.and.over",74614
"2389","West Virginia","Female","85.and.over",25490
"2390","Wisconsin","Female","85.and.over",78729
"2391","Wyoming","Female","85.and.over",5492
"2392","Puerto Rico","Female","85.and.over",40957
